station_id,station_name,location,stop_id,lat,lon,fast_chargers,slow_chargers,fast_power,slow_power,source
HKCS023,HK Scale 港铁大学站巴士总站 Charging Hub 023,港铁大学站巴士总站,20002275,22.41272,114.21079,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS024,HK Scale [CTB] 小西湾 (蓝湾半岛) Charging Hub 024,[CTB] 小西湾 (蓝湾半岛),1546,22.2661,114.25096,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS025,HK Scale [KMB] 天恒邨总站 Charging Hub 025,[KMB] 天恒邨总站,9888,22.4691,113.99924,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS026,HK Scale [CTB] 会展站 Charging Hub 026,[CTB] 会展站,10000110,22.28161,114.17548,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS027,HK Scale [XB] 皇岗 Charging Hub 027,[XB] 皇岗,12743,22.5224,114.06865,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS028,HK Scale [CTB] 屯门码头 Charging Hub 028,[CTB] 屯门码头,1242,22.37254,113.96673,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS029,HK Scale 港铁大学站巴士总站 Charging Hub 029,港铁大学站巴士总站,20002275,22.41272,114.21079,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS030,HK Scale [CTB] 小西湾 (蓝湾半岛) Charging Hub 030,[CTB] 小西湾 (蓝湾半岛),1546,22.2661,114.25096,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS031,HK Scale [KMB] 天恒邨总站 Charging Hub 031,[KMB] 天恒邨总站,9888,22.4691,113.99924,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS032,HK Scale [CTB] 会展站 Charging Hub 032,[CTB] 会展站,10000110,22.28161,114.17548,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS033,HK Scale [XB] 皇岗 Charging Hub 033,[XB] 皇岗,12743,22.5224,114.06865,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS034,HK Scale [CTB] 屯门码头 Charging Hub 034,[CTB] 屯门码头,1242,22.37254,113.96673,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS035,HK Scale 港铁大学站巴士总站 Charging Hub 035,港铁大学站巴士总站,20002275,22.41272,114.21079,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS036,HK Scale [CTB] 小西湾 (蓝湾半岛) Charging Hub 036,[CTB] 小西湾 (蓝湾半岛),1546,22.2661,114.25096,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS037,HK Scale [KMB] 天恒邨总站 Charging Hub 037,[KMB] 天恒邨总站,9888,22.4691,113.99924,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS038,HK Scale [CTB] 会展站 Charging Hub 038,[CTB] 会展站,10000110,22.28161,114.17548,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS039,HK Scale [XB] 皇岗 Charging Hub 039,[XB] 皇岗,12743,22.5224,114.06865,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS040,HK Scale [CTB] 屯门码头 Charging Hub 040,[CTB] 屯门码头,1242,22.37254,113.96673,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS041,HK Scale 港铁大学站巴士总站 Charging Hub 041,港铁大学站巴士总站,20002275,22.41272,114.21079,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS042,HK Scale [CTB] 小西湾 (蓝湾半岛) Charging Hub 042,[CTB] 小西湾 (蓝湾半岛),1546,22.2661,114.25096,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS043,HK Scale [KMB] 天恒邨总站 Charging Hub 043,[KMB] 天恒邨总站,9888,22.4691,113.99924,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS044,HK Scale [CTB] 会展站 Charging Hub 044,[CTB] 会展站,10000110,22.28161,114.17548,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS045,HK Scale [XB] 皇岗 Charging Hub 045,[XB] 皇岗,12743,22.5224,114.06865,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS046,HK Scale [CTB] 屯门码头 Charging Hub 046,[CTB] 屯门码头,1242,22.37254,113.96673,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS047,HK Scale 港铁大学站巴士总站 Charging Hub 047,港铁大学站巴士总站,20002275,22.41272,114.21079,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS048,HK Scale [CTB] 小西湾 (蓝湾半岛) Charging Hub 048,[CTB] 小西湾 (蓝湾半岛),1546,22.2661,114.25096,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS049,HK Scale [KMB] 天恒邨总站 Charging Hub 049,[KMB] 天恒邨总站,9888,22.4691,113.99924,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS050,HK Scale [CTB] 会展站 Charging Hub 050,[CTB] 会展站,10000110,22.28161,114.17548,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS051,HK Scale [XB] 皇岗 Charging Hub 051,[XB] 皇岗,12743,22.5224,114.06865,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS052,HK Scale [CTB] 屯门码头 Charging Hub 052,[CTB] 屯门码头,1242,22.37254,113.96673,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS053,HK Scale 港铁大学站巴士总站 Charging Hub 053,港铁大学站巴士总站,20002275,22.41272,114.21079,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS054,HK Scale [CTB] 小西湾 (蓝湾半岛) Charging Hub 054,[CTB] 小西湾 (蓝湾半岛),1546,22.2661,114.25096,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS055,HK Scale [KMB] 天恒邨总站 Charging Hub 055,[KMB] 天恒邨总站,9888,22.4691,113.99924,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS056,HK Scale [CTB] 会展站 Charging Hub 056,[CTB] 会展站,10000110,22.28161,114.17548,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS057,HK Scale [XB] 皇岗 Charging Hub 057,[XB] 皇岗,12743,22.5224,114.06865,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS058,HK Scale [CTB] 屯门码头 Charging Hub 058,[CTB] 屯门码头,1242,22.37254,113.96673,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS059,HK Scale 港铁大学站巴士总站 Charging Hub 059,港铁大学站巴士总站,20002275,22.41272,114.21079,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS060,HK Scale [CTB] 小西湾 (蓝湾半岛) Charging Hub 060,[CTB] 小西湾 (蓝湾半岛),1546,22.2661,114.25096,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS061,HK Scale [KMB] 天恒邨总站 Charging Hub 061,[KMB] 天恒邨总站,9888,22.4691,113.99924,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS062,HK Scale [CTB] 会展站 Charging Hub 062,[CTB] 会展站,10000110,22.28161,114.17548,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS063,HK Scale [XB] 皇岗 Charging Hub 063,[XB] 皇岗,12743,22.5224,114.06865,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS064,HK Scale [CTB] 屯门码头 Charging Hub 064,[CTB] 屯门码头,1242,22.37254,113.96673,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS065,HK Scale 港铁大学站巴士总站 Charging Hub 065,港铁大学站巴士总站,20002275,22.41272,114.21079,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS066,HK Scale [CTB] 小西湾 (蓝湾半岛) Charging Hub 066,[CTB] 小西湾 (蓝湾半岛),1546,22.2661,114.25096,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS067,HK Scale [KMB] 天恒邨总站 Charging Hub 067,[KMB] 天恒邨总站,9888,22.4691,113.99924,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS068,HK Scale [CTB] 会展站 Charging Hub 068,[CTB] 会展站,10000110,22.28161,114.17548,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS069,HK Scale [XB] 皇岗 Charging Hub 069,[XB] 皇岗,12743,22.5224,114.06865,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS070,HK Scale [CTB] 屯门码头 Charging Hub 070,[CTB] 屯门码头,1242,22.37254,113.96673,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS071,HK Scale 港铁大学站巴士总站 Charging Hub 071,港铁大学站巴士总站,20002275,22.41272,114.21079,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS072,HK Scale [CTB] 小西湾 (蓝湾半岛) Charging Hub 072,[CTB] 小西湾 (蓝湾半岛),1546,22.2661,114.25096,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS073,HK Scale [KMB] 天恒邨总站 Charging Hub 073,[KMB] 天恒邨总站,9888,22.4691,113.99924,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS074,HK Scale [CTB] 会展站 Charging Hub 074,[CTB] 会展站,10000110,22.28161,114.17548,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS075,HK Scale [XB] 皇岗 Charging Hub 075,[XB] 皇岗,12743,22.5224,114.06865,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS076,HK Scale [CTB] 屯门码头 Charging Hub 076,[CTB] 屯门码头,1242,22.37254,113.96673,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS077,HK Scale 港铁大学站巴士总站 Charging Hub 077,港铁大学站巴士总站,20002275,22.41272,114.21079,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS078,HK Scale [CTB] 小西湾 (蓝湾半岛) Charging Hub 078,[CTB] 小西湾 (蓝湾半岛),1546,22.2661,114.25096,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS079,HK Scale [KMB] 天恒邨总站 Charging Hub 079,[KMB] 天恒邨总站,9888,22.4691,113.99924,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
HKCS080,HK Scale [CTB] 会展站 Charging Hub 080,[CTB] 会展站,10000110,22.28161,114.17548,12,8,120,40,"Synthetic Hong Kong scale charging infrastructure for full electric fleet scenario; 80 hubs, 960 fast chargers, 640 slow chargers"
