bus_id,battery_capacity,initial_soc,max_soc,min_soc,assigned_route,source
FULLBUS00066,300,0.868,0.9,0.2,1884,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00067,300,0.799,0.9,0.2,1884,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00068,300,0.759,0.9,0.2,1884,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00069,300,0.865,0.9,0.2,1884,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00070,300,0.72,0.9,0.2,1884,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00071,300,0.836,0.9,0.2,1884,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00072,300,0.76,0.9,0.2,1884,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00073,300,0.741,0.9,0.2,1884,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00074,300,0.788,0.9,0.2,1884,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00075,300,0.843,0.9,0.2,1884,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00076,300,0.791,0.9,0.2,1884,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00077,300,0.745,0.9,0.2,1884,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00078,300,0.85,0.9,0.2,1884,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00079,300,0.813,0.9,0.2,1884,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00080,300,0.809,0.9,0.2,1884,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00081,300,0.862,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00082,300,0.772,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00083,300,0.863,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00084,300,0.783,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00085,300,0.843,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00086,300,0.814,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00087,300,0.758,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00088,300,0.752,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00089,300,0.776,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00090,300,0.743,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00091,300,0.864,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00092,300,0.742,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00093,300,0.75,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00094,300,0.858,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00095,300,0.867,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00096,300,0.834,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00097,300,0.847,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00098,300,0.724,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00099,300,0.789,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00100,300,0.861,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00101,300,0.744,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00102,300,0.768,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00103,300,0.847,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00104,300,0.803,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00105,300,0.812,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00106,300,0.818,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00107,300,0.805,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00108,300,0.764,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00109,300,0.778,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00110,300,0.867,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00111,300,0.73,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00112,300,0.727,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00113,300,0.81,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00114,300,0.82,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00115,300,0.874,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00116,300,0.86,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00117,300,0.753,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00118,300,0.828,0.9,0.2,1879,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00119,300,0.806,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00120,300,0.852,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00121,300,0.801,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00122,300,0.812,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00123,300,0.821,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00124,300,0.83,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00125,300,0.834,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00126,300,0.824,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00127,300,0.854,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00128,300,0.839,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00129,300,0.786,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00130,300,0.811,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00131,300,0.755,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00132,300,0.85,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00133,300,0.854,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00134,300,0.79,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00135,300,0.869,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00136,300,0.878,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00137,300,0.841,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00138,300,0.762,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00139,300,0.73,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00140,300,0.825,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00141,300,0.722,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00142,300,0.836,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00143,300,0.818,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00144,300,0.83,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00145,300,0.805,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00146,300,0.729,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00147,300,0.725,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00148,300,0.788,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00149,300,0.861,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00150,300,0.832,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00151,300,0.788,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00152,300,0.732,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00153,300,0.796,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00154,300,0.725,0.9,0.2,2008629,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00155,300,0.749,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00156,300,0.795,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00157,300,0.727,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00158,300,0.814,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00159,300,0.728,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00160,300,0.877,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00161,300,0.877,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00162,300,0.859,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00163,300,0.721,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00164,300,0.762,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00165,300,0.747,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00166,300,0.731,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00167,300,0.817,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00168,300,0.872,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00169,300,0.77,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00170,300,0.82,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00171,300,0.813,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00172,300,0.863,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00173,300,0.856,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00174,300,0.816,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00175,300,0.72,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00176,300,0.729,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00177,300,0.835,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00178,300,0.732,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00179,300,0.806,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00180,300,0.86,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00181,300,0.789,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00182,300,0.796,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00183,300,0.819,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00184,300,0.821,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00185,300,0.857,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00186,300,0.735,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00187,300,0.841,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00188,300,0.807,0.9,0.2,2000511,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00189,300,0.76,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00190,300,0.738,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00191,300,0.763,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00192,300,0.729,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00193,300,0.84,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00194,300,0.861,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00195,300,0.879,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00196,300,0.743,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00197,300,0.859,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00198,300,0.737,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00199,300,0.733,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00200,300,0.83,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00201,300,0.722,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00202,300,0.83,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00203,300,0.879,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00204,300,0.88,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00205,300,0.877,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00206,300,0.748,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00207,300,0.745,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00208,300,0.835,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00209,300,0.829,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00210,300,0.727,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00211,300,0.782,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00212,300,0.855,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00213,300,0.827,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00214,300,0.791,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00215,300,0.818,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00216,300,0.838,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00217,300,0.845,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00218,300,0.766,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00219,300,0.85,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00220,300,0.789,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00221,300,0.722,0.9,0.2,2003801,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00222,300,0.761,0.9,0.2,2004825,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00223,300,0.869,0.9,0.2,2004825,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00224,300,0.77,0.9,0.2,2004825,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00225,300,0.766,0.9,0.2,2004825,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00226,300,0.788,0.9,0.2,2004825,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00227,300,0.796,0.9,0.2,2004825,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00228,300,0.732,0.9,0.2,2004825,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00229,300,0.867,0.9,0.2,2004825,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00230,300,0.794,0.9,0.2,2004825,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00231,300,0.834,0.9,0.2,2004825,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00232,300,0.73,0.9,0.2,2004825,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00233,300,0.739,0.9,0.2,2004825,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
FULLBUS00234,300,0.809,0.9,0.2,2004825,Full e-bus coverage scenario; route assignment weighted by selected GTFS trip frequency
